"REGION","Region","LOCATION","Country","INC","Income","VAR","Variable","TIME","Year","Value","Flag Codes","Flags"
"EUR","Europe","UKR","Ukraine","LWI","Lower middle income ","RCL_AJ_LAW","Law","2019","2019",0.25,,
"EUR","Europe","UKR","Ukraine","LWI","Lower middle income ","RCL_AJ_PRACT","Practice","2019","2019",65.5,,
"ALL","All regions","UKR","Ukraine","LWI","Lower middle income ","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","UKR","Ukraine","LWI","Lower middle income ","RCL_AJ_PRACT","Practice","2019","2019",65.5,,
"ASI","Asia","UZB","Uzbekistan","LWI","Lower middle income ","RCL_AJ_LAW","Law","2019","2019",0,,
"ASI","Asia","UZB","Uzbekistan","LWI","Lower middle income ","RCL_AJ_PRACT","Practice","2019","2019",60.6,,
"ALL","All regions","UZB","Uzbekistan","LWI","Lower middle income ","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","UZB","Uzbekistan","LWI","Lower middle income ","RCL_AJ_PRACT","Practice","2019","2019",60.6,,
"ASI","Asia","VNM","Viet Nam","LWI","Lower middle income ","RCL_AJ_LAW","Law","2019","2019",0,,
"ASI","Asia","VNM","Viet Nam","LWI","Lower middle income ","RCL_AJ_PRACT","Practice","2019","2019",56,,
"ALL","All regions","VNM","Viet Nam","LWI","Lower middle income ","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","VNM","Viet Nam","LWI","Lower middle income ","RCL_AJ_PRACT","Practice","2019","2019",56,,
"AFR","Africa","ZMB","Zambia","LWI","Lower middle income ","RCL_AJ_LAW","Law","2019","2019",0.75,,
"AFR","Africa","ZMB","Zambia","LWI","Lower middle income ","RCL_AJ_PRACT","Practice","2019","2019",54.4,,
"ALL","All regions","ZMB","Zambia","LWI","Lower middle income ","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","ZMB","Zambia","LWI","Lower middle income ","RCL_AJ_PRACT","Practice","2019","2019",54.4,,
"EUR","Europe","XKO","Kosovo","LWI","Lower middle income ","RCL_AJ_LAW","Law","2019","2019",0,,
"EUR","Europe","XKO","Kosovo","LWI","Lower middle income ","RCL_AJ_PRACT","Practice","2019","2019",44.8,,
"ALL","All regions","XKO","Kosovo","LWI","Lower middle income ","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","XKO","Kosovo","LWI","Lower middle income ","RCL_AJ_PRACT","Practice","2019","2019",44.8,,
"ASI","Asia","AFG","Afghanistan","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ASI","Asia","AFG","Afghanistan","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",65.2,,
"ALL","All regions","AFG","Afghanistan","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","AFG","Afghanistan","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",65.2,,
"AFR","Africa","BEN","Benin","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AFR","Africa","BEN","Benin","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",41.7,,
"ALL","All regions","BEN","Benin","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","BEN","Benin","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",41.7,,
"AFR","Africa","BFA","Burkina Faso","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0,,
"AFR","Africa","BFA","Burkina Faso","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",23.2,,
"ALL","All regions","BFA","Burkina Faso","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","BFA","Burkina Faso","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",23.2,,
"AFR","Africa","BDI","Burundi","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","BDI","Burundi","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AFR","Africa","CAF","Central African Republic","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AFR","Africa","CAF","Central African Republic","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",43.6,,
"ALL","All regions","CAF","Central African Republic","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","CAF","Central African Republic","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",43.6,,
"AFR","Africa","TCD","Chad","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.75,,
"AFR","Africa","TCD","Chad","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",32.5,,
"ALL","All regions","TCD","Chad","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","TCD","Chad","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",32.5,,
"AFR","Africa","COM","Comoros","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","COM","Comoros","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AFR","Africa","COD","Democratic Republic of the Congo","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AFR","Africa","COD","Democratic Republic of the Congo","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",34.1,,
"ALL","All regions","COD","Democratic Republic of the Congo","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","COD","Democratic Republic of the Congo","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",34.1,,
"AFR","Africa","ERI","Eritrea","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","ERI","Eritrea","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.75,,
"AFR","Africa","ETH","Ethiopia","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AFR","Africa","ETH","Ethiopia","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",49.4,,
"ALL","All regions","ETH","Ethiopia","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","ETH","Ethiopia","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",49.4,,
"AFR","Africa","GMB","Gambia","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.75,,
"AFR","Africa","GMB","Gambia","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",68.1,,
"ALL","All regions","GMB","Gambia","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","GMB","Gambia","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",68.1,,
"AFR","Africa","GIN","Guinea","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AFR","Africa","GIN","Guinea","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",43.4,,
"ALL","All regions","GIN","Guinea","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","GIN","Guinea","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",43.4,,
"AFR","Africa","GNB","Guinea-Bissau","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","GNB","Guinea-Bissau","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AME","Americas","HTI","Haiti","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0,,
"AME","Americas","HTI","Haiti","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",45.7,,
"ALL","All regions","HTI","Haiti","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","HTI","Haiti","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",45.7,,
"AFR","Africa","LBR","Liberia","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.75,,
"AFR","Africa","LBR","Liberia","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",63.3,,
"ALL","All regions","LBR","Liberia","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","LBR","Liberia","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",63.3,,
"AFR","Africa","MDG","Madagascar","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.75,,
"AFR","Africa","MDG","Madagascar","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",58.5,,
"ALL","All regions","MDG","Madagascar","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","MDG","Madagascar","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",58.5,,
"AFR","Africa","MWI","Malawi","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AFR","Africa","MWI","Malawi","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",63.3,,
"ALL","All regions","MWI","Malawi","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","MWI","Malawi","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",63.3,,
"AFR","Africa","MLI","Mali","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.75,,
"AFR","Africa","MLI","Mali","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",37.2,,
"ALL","All regions","MLI","Mali","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","MLI","Mali","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",37.2,,
"AFR","Africa","MOZ","Mozambique","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0,,
"AFR","Africa","MOZ","Mozambique","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",45,,
"ALL","All regions","MOZ","Mozambique","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","MOZ","Mozambique","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",45,,
"ASI","Asia","NPL","Nepal","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ASI","Asia","NPL","Nepal","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",59.6,,
"ALL","All regions","NPL","Nepal","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","NPL","Nepal","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",59.6,,
"AFR","Africa","NER","Niger","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.75,,
"AFR","Africa","NER","Niger","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",42.4,,
"ALL","All regions","NER","Niger","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","NER","Niger","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",42.4,,
"AFR","Africa","RWA","Rwanda","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.75,,
"AFR","Africa","RWA","Rwanda","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",49.4,,
"ALL","All regions","RWA","Rwanda","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","RWA","Rwanda","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",49.4,,
"AFR","Africa","SEN","Senegal","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0,,
"AFR","Africa","SEN","Senegal","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",38.3,,
"ALL","All regions","SEN","Senegal","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","SEN","Senegal","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",38.3,,
"AFR","Africa","SLE","Sierra Leone","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AFR","Africa","SLE","Sierra Leone","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",47.4,,
"ALL","All regions","SLE","Sierra Leone","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","SLE","Sierra Leone","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",47.4,,
"AFR","Africa","SOM","Somalia","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","SOM","Somalia","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ASI","Asia","SYR","Syrian Arab Republic","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","SYR","Syrian Arab Republic","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ASI","Asia","TJK","Tajikistan","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ASI","Asia","TJK","Tajikistan","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",59.3,,
"ALL","All regions","TJK","Tajikistan","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","TJK","Tajikistan","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",59.3,,
"AFR","Africa","TZA","Tanzania","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AFR","Africa","TZA","Tanzania","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",44.7,,
"ALL","All regions","TZA","Tanzania","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","TZA","Tanzania","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",44.7,,
"AFR","Africa","TGO","Togo","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.75,,
"AFR","Africa","TGO","Togo","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",40.3,,
"ALL","All regions","TGO","Togo","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","TGO","Togo","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",40.3,,
"AFR","Africa","UGA","Uganda","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AFR","Africa","UGA","Uganda","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",54.4,,
"ALL","All regions","UGA","Uganda","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","UGA","Uganda","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",54.4,,
"ASI","Asia","YEM","Yemen","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ASI","Asia","YEM","Yemen","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",42.6,,
"ALL","All regions","YEM","Yemen","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","YEM","Yemen","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",42.6,,
"AFR","Africa","ZWE","Zimbabwe","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.75,,
"AFR","Africa","ZWE","Zimbabwe","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",48,,
"ALL","All regions","ZWE","Zimbabwe","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","ZWE","Zimbabwe","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",48,,
"AFR","Africa","SSD","South Sudan ","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AFR","Africa","SSD","South Sudan ","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",53.8,,
"ALL","All regions","SSD","South Sudan ","LOI","Low income","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","SSD","South Sudan ","LOI","Low income","RCL_AJ_PRACT","Practice","2019","2019",53.8,,
"ASI","Asia","AUS","Australia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ASI","Asia","AUS","Australia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",59,,
"ALL","All regions","AUS","Australia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","AUS","Australia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",59,,
"EUR","Europe","AUT","Austria","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"EUR","Europe","AUT","Austria","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",49.3,,
"ALL","All regions","AUT","Austria","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","AUT","Austria","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",49.3,,
"EUR","Europe","BEL","Belgium","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"EUR","Europe","BEL","Belgium","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",48.2,,
"ALL","All regions","BEL","Belgium","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","BEL","Belgium","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",48.2,,
"AME","Americas","CAN","Canada","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"AME","Americas","CAN","Canada","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",52.4,,
"ALL","All regions","CAN","Canada","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","CAN","Canada","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",52.4,,
"EUR","Europe","CZE","Czech Republic","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"EUR","Europe","CZE","Czech Republic","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",28.9,,
"ALL","All regions","CZE","Czech Republic","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","CZE","Czech Republic","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",28.9,,
"EUR","Europe","DNK","Denmark","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"EUR","Europe","DNK","Denmark","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",50.5,,
"ALL","All regions","DNK","Denmark","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","DNK","Denmark","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",50.5,,
"EUR","Europe","FIN","Finland","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"EUR","Europe","FIN","Finland","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",57.5,,
"ALL","All regions","FIN","Finland","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","FIN","Finland","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",57.5,,
"EUR","Europe","FRA","France","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"EUR","Europe","FRA","France","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",48.4,,
"ALL","All regions","FRA","France","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","FRA","France","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",48.4,,
"EUR","Europe","DEU","Germany","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"EUR","Europe","DEU","Germany","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",48.4,,
"ALL","All regions","DEU","Germany","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","DEU","Germany","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",48.4,,
"EUR","Europe","GRC","Greece","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"EUR","Europe","GRC","Greece","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",47.3,,
"ALL","All regions","GRC","Greece","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","GRC","Greece","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",47.3,,
"EUR","Europe","HUN","Hungary","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"EUR","Europe","HUN","Hungary","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",56.6,,
"ALL","All regions","HUN","Hungary","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","HUN","Hungary","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",56.6,,
"EUR","Europe","ISL","Iceland","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"EUR","Europe","ISL","Iceland","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",59.5,,
"ALL","All regions","ISL","Iceland","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","ISL","Iceland","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",59.5,,
"EUR","Europe","IRL","Ireland","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"EUR","Europe","IRL","Ireland","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",49.2,,
"ALL","All regions","IRL","Ireland","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","IRL","Ireland","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",49.2,,
"EUR","Europe","ITA","Italy","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"EUR","Europe","ITA","Italy","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",54,,
"ALL","All regions","ITA","Italy","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","ITA","Italy","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",54,,
"ASI","Asia","JPN","Japan","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ASI","Asia","JPN","Japan","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",48.5,,
"ALL","All regions","JPN","Japan","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","JPN","Japan","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",48.5,,
"ASI","Asia","KOR","Korea","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ASI","Asia","KOR","Korea","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",44.8,,
"ALL","All regions","KOR","Korea","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","KOR","Korea","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",44.8,,
"EUR","Europe","LUX","Luxembourg","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"EUR","Europe","LUX","Luxembourg","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",44.5,,
"ALL","All regions","LUX","Luxembourg","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","LUX","Luxembourg","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",44.5,,
"AME","Americas","MEX","Mexico","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AME","Americas","MEX","Mexico","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",57.3,,
"ALL","All regions","MEX","Mexico","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","MEX","Mexico","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",57.3,,
"EUR","Europe","NLD","Netherlands","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"EUR","Europe","NLD","Netherlands","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",53.2,,
"ALL","All regions","NLD","Netherlands","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","NLD","Netherlands","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",53.2,,
"ASI","Asia","NZL","New Zealand","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ASI","Asia","NZL","New Zealand","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",61.6,,
"ALL","All regions","NZL","New Zealand","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","NZL","New Zealand","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",61.6,,
"EUR","Europe","NOR","Norway","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"EUR","Europe","NOR","Norway","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",44.3,,
"ALL","All regions","NOR","Norway","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","NOR","Norway","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",44.3,,
"EUR","Europe","POL","Poland","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"EUR","Europe","POL","Poland","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",56.2,,
"ALL","All regions","POL","Poland","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","POL","Poland","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",56.2,,
"EUR","Europe","PRT","Portugal","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"EUR","Europe","PRT","Portugal","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",50,,
"ALL","All regions","PRT","Portugal","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","PRT","Portugal","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",50,,
"EUR","Europe","SVK","Slovak Republic","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"EUR","Europe","SVK","Slovak Republic","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",52.2,,
"ALL","All regions","SVK","Slovak Republic","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","SVK","Slovak Republic","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",52.2,,
"EUR","Europe","ESP","Spain","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"EUR","Europe","ESP","Spain","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",52.6,,
"ALL","All regions","ESP","Spain","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","ESP","Spain","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",52.6,,
"EUR","Europe","SWE","Sweden","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"EUR","Europe","SWE","Sweden","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",43.1,,
"ALL","All regions","SWE","Sweden","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","SWE","Sweden","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",43.1,,
"EUR","Europe","CHE","Switzerland","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"EUR","Europe","CHE","Switzerland","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",41.1,,
"ALL","All regions","CHE","Switzerland","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","CHE","Switzerland","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",41.1,,
"ASI","Asia","TUR","Turkey","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ASI","Asia","TUR","Turkey","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",46.4,,
"ALL","All regions","TUR","Turkey","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","TUR","Turkey","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",46.4,,
"EUR","Europe","GBR","United Kingdom","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"EUR","Europe","GBR","United Kingdom","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",46.3,,
"ALL","All regions","GBR","United Kingdom","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
